FURTO,NOVO ESTADO,AVENIDA,ANDRE MAGGI,5855,9/7/2016,17:00:00
FURTO,NOVO ESTADO,AVENIDA,ANDRE MAGGI,,5/15/2016,08:00:00
HOMICÍDIO DOLOSO,NOVO ESTADO,RUA,DOS CAMBARAS,,10/29/2016,15:00:00
TRÁFICO ILÍCITO DE DROGAS,NOVO ESTADO,RUA,XAXIM,1800,8/26/2016,15:30:00
FURTO,NOVO ESTADO,RUA,XAXINS,5,11/2/2016,19:30:00
ROUBO,NOVO ESTADO,RUA,XAXINS,2202,7/8/2016,13:40:00
ROUBO,NOVO ESTADO,,,,9/13/2016,16:40:00
FURTO,NOVO HORIZONTE,RUA,AURORA,3,5/12/2016,15:00:00
FURTO,NOVO HORIZONTE,RUA,AURORA,,9/27/2016,
FURTO,NOVO HORIZONTE,RUA,GEREMIAS GARCIA,,8/27/2016,
FURTO,NOVO HORIZONTE,RUA,PROJETADA 20,,11/7/2016,07:00:00
FURTO,NOVO HORIZONTE,,,,7/15/2016,
USO ILÍCITO DE DROGAS,NOVO HORIZONTE,,,,11/21/2016,01:40:00
ROUBO,NOVO JARDIM,RUA,CENTRAL,,8/8/2016,06:00:00
FURTO,NOVO JARDIM,RUA,PRINCIPAL,47,11/28/2016,16:00:00
ROUBO,NOVO JARDIM,RUA,PRINCIPAL,47,11/28/2016,16:00:00
FURTO,OURO,RODOVIA,RODOVIA,0,8/1/2016,14:00:00
FURTO,OURO,AVENIDA,SIBIPIRUNAS,3322,5/27/2016,07:00:00
FURTO,OURO,AVENIDA,AV PROJETADA 2,21,9/28/2016,23:00:00
FURTO,OURO,RUA,CHACARA 578 A,12,9/28/2016,23:00:00
FURTO,OURO,,,,8/30/2016,23:00:00
ROUBO,OURO,,,,5/9/2016,06:55:00
ROUBO,OURO,,,,5/21/2016,06:40:00
FURTO,OURO,,,,12/2/2016,11:00:00
ROUBO,OURO,,,,12/12/2016,15:29:00
ROUBO,OURO,,,,10/26/2016,11:30:00
FURTO,OURO,ESTRADA,DEBORA,,6/10/2016,19:00:00
FURTO,OURO,ESTRADA,ESTRADA,,6/12/2016,21:00:00
FURTO,OURO,RODOVIA,ESTRADA PARA SANTA CARMEM,,10/4/2016,10:30:00
FURTO,OURO,,,,6/25/2016,06:00:00
FURTO,PARAÍSO II,AVENIDA,ANDRE MAGI,,8/10/2016,13:38:00
ROUBO,PARAÍSO II,RUA,DAS PEREIRAS,,10/12/2016,08:00:00
FURTO,PARQUE ARARAS,AVENIDA,DAS SIBIPIRUNAS,,5/18/2016,23:00:00
ROUBO,PARQUE DAS ARARAS,RUA,CIPRESTES,495-A,9/1/2016,10:30:00
FURTO,PARQUE DAS ARARAS,RUA,DA ALEGRIA,635,9/5/2016,07:00:00
FURTO,PARQUE DAS ARARAS,RUA,DA CONQUISTA,715,5/26/2016,18:45:00
FURTO,PARQUE DAS ARARAS,RUA,DA PAZ,q 02,5/23/2016,13:15:00
TRÁFICO ILÍCITO DE DROGAS,PARQUE DAS ARARAS,RUA,DAS GUAZUMAS,178,9/25/2016,04:15:00
FURTO,PARQUE DAS ARARAS,RUA,DAS GUAZUMAS,532,6/15/2016,14:00:00
TRÁFICO ILÍCITO DE DROGAS,PARQUE DAS ARARAS,RUA,DAS GUAZUMAS,,10/2/2016,19:00:00
USO ILÍCITO DE DROGAS,PARQUE DAS ARARAS,RUA,DAS GUAZUMAS,,10/2/2016,19:00:00
ROUBO,PARQUE DAS ARARAS,RUA,DAS ORQUIDEAS,,12/4/2016,07:30:00
ROUBO,PARQUE DAS ARARAS,RUA,DAS ORQUÍDEAS,,9/8/2016,11:30:00
ROUBO,PARQUE DAS ARARAS,RUA,DAS PRIMAVERAS,6339,6/22/2016,18:30:00
FURTO,PARQUE DAS ARARAS,RUA,DAS PRIMAVERAS,6736,12/1/2016,15:00:00
FURTO,PARQUE DAS ARARAS,RUA,DAS PRIMAVERAS,6882,6/2/2016,03:00:00
USO ILÍCITO DE DROGAS,PARQUE DAS ARARAS,RUA,DAS PRIMAVERAS,,10/3/2016,21:00:00
ROUBO,PARQUE DAS ARARAS,RUA,DAS PRIMAVERAS,,10/3/2016,19:00:00
FURTO,PARQUE DAS ARARAS,AVENIDA,DAS SIBIPIRUNAS,6502,7/29/2016,15:00:00
FURTO,PARQUE DAS ARARAS,AVENIDA,DAS SIBIPIRUNAS,,8/28/2016,12:00:00
ROUBO,PARQUE DAS ARARAS,AVENIDA,DAS SIBIPIRUNAS,,12/29/2016,11:30:00
FURTO,PARQUE DAS ARARAS,RUA,DO AMOR,655,10/29/2016,09:00:00
FURTO,PARQUE DAS ARARAS,RUA,DOS BIRIS,158,6/22/2016,09:00:00
FURTO,PARQUE DAS ARARAS,RUA,DOS FAVEIROS,147,5/12/2016,16:00:00
FURTO,PARQUE DAS ARARAS,RUA,DOS FAVEIROS,162,12/20/2016,15:00:00
FURTO,PARQUE DAS ARARAS,RUA,DOS FAVEIROS,397,11/3/2016,08:00:00
FURTO,PARQUE DAS ARARAS,AVENIDA,DOS JACARANDÁS,880,10/13/2016,14:30:00
ROUBO,PARQUE DAS ARARAS,AVENIDA,DOS JACARANDÁS,,12/9/2016,07:00:00
ROUBO,PARQUE DAS ARARAS,AVENIDA,DOS PINHEIROS,,7/16/2016,18:30:00
FURTO,PARQUE DAS ARARAS,AVENIDA,JEQUITIBAS,,12/24/2016,16:45:00
USO ILÍCITO DE DROGAS,PARQUE DAS ARARAS,RUA,ORQUIDIAS,925,6/12/2016,02:00:00
FURTO,PARQUE DAS ARARAS,RUA,PADRE LUDOVICO COLBERG,,7/20/2016,09:30:00
TRÁFICO ILÍCITO DE DROGAS,PARQUE DAS ARARAS,AVENIDA,PERIMETRAL NORTE,1319,12/13/2016,12:50:00
ROUBO,PARQUE DAS ARARAS,AVENIDA,PERIMETRAL NORTE,,6/9/2016,23:00:00
USO ILÍCITO DE DROGAS,PARQUE DAS ARARAS,AVENIDA,PERIMETRAL NORTE,,5/28/2016,16:00:00
FURTO,PARQUE DAS ARARAS,AVENIDA,SIBIPIRUNAS,,7/31/2016,10:00:00
FURTO,PARQUE DAS ARARAS,AVENIDA,SIBIPIRUNAS,,7/31/2016,10:00:00
ROUBO,PARQUE DAS ARARAS,,,,9/15/2016,21:00:00
ROUBO,PARQUE DAS ARARAS,,,,11/6/2016,20:45:00
ROUBO,PAULISTA,RUA,SANTANA,886,9/3/2016,20:00:00
FURTO,PEQUENA LONDRES,RUA,RIO RENATO,,11/1/2016,
FURTO,PERIMETRAL NORTE,AVENIDA,PERIMETRAL NORTE,,7/24/2016,03:00:00
ROUBO,PRO,,,,5/10/2016,
ROUBO,PRIMAVERA,RUA,DAS PRIMAVERAS,,7/24/2016,04:40:00
FURTO,PRIMAVERA,AVENIDA,PALMEIRAS,,8/2/2016,22:00:00
FURTO,PRIMAVERA,RUA,UMARIS,294,7/18/2016,15:30:00
FURTO,RECANTO BOA PASSAROS,RUA,DOS PAVÕES,900,10/30/2016,20:30:00
FURTO,RECANTO DA NATUREZA,,,,5/22/2016,01:30:00
FURTO,RECANTO BOA PASSAROS,RUA,COXIPÓ,,10/24/2016,16:30:00
FURTO,RECANTO BOA PASSAROS,AVENIDA,DAS AGUIAS,277,12/1/2016,00:20:00
FURTO,RECANTO BOA PASSAROS,RUA,DAS GAVEAS,Q03,9/26/2016,21:00:00
ROUBO,RECANTO BOA PASSAROS,RUA,DOS AZULOES,,5/16/2016,17:15:00
FURTO,RECANTO BOA PASSAROS,RUA,DOS FAISÕES,935,10/14/2016,17:30:00
FURTO,RECANTO BOA PASSAROS,RUA,DOS TUCANOS,115,11/12/2016,06:30:00
TRÁFICO ILÍCITO DE DROGAS,RECANTO BOA PASSAROS,RUA,DOS TUCANOS,,10/21/2016,17:00:00
FURTO,RECANTO BOA PASSAROS,RUA,DOS TUIUIU,LOT 7,11/3/2016,17:40:00
USO ILÍCITO DE DROGAS,RECANTO BOA PASSAROS,RUA,FLAMINGO,,9/3/2016,11:50:00
FURTO,RECANTO BOA PASSAROS,RUA,FLAMINGOS,96,8/6/2016,10:30:00
FURTO,RECANTO BOA PASSAROS,RUA,FLAMINGOS,162,11/22/2016,06:00:00
FURTO,RECANTO BOA PASSAROS,RUA,PAVÕES,733,9/27/2016,
FURTO,RECANTO BOA PASSAROS,RUA,PAVÕES,773,5/5/2016,
HOMICÍDIO DOLOSO,RECANTO BOA PASSAROS,RUA,TUCANOS,,6/18/2016,19:00:00
FURTO,RECANTO BOA PASSAROS,RUA,TUIUIUS,899,11/16/2016,15:00:00
ROUBO,RECANTO BOA PASSAROS,,,,9/20/2016,10:30:00
HOMICÍDIO DOLOSO,RECANTO SUIÇO,,,,9/17/2016,04:00:00
FURTO,RESID. FLORENÇA,RUA,GIULIANA,,9/5/2016,22:20:00
FURTO,RESID. FLORENÇA,RUA,SICILIA,,12/2/2016,09:00:00
USO ILÍCITO DE DROGAS,RESID. ADALGIZA,RUA,SIRINEU COAN,30 a,10/30/2016,18:07:00
FURTO,RESID. ADALGIZA,RUA,PUPUNHAS,64,7/10/2016,
FURTO,RESID. ADRIANO LEITÃO,RUA,PROJETADA 01,,5/3/2016,17:30:00
ROUBO,RESID. AQUARELA,ESTRADA,GLORIA,,11/13/2016,16:00:00
ROUBO,RESID. BELA SUÍÇA,RUA,GENEBRA,,5/13/2016,21:30:00
TRÁFICO ILÍCITO DE DROGAS,RESID. BRASÍLIA,RUA,VALENTIN DALASTRA COM RUA SAO LUIZ,,5/28/2016,15:30:00
FURTO,RESID. BUGANVILLE,RUA,PROJETADA,LT 05,5/12/2016,12:00:00
FURTO,RESID. BURITÍS,RUA,PROJETADA 04,,12/30/2016,03:00:00
FURTO,RESID. BURITÍS,RUA,"RUA SANTO EXPEDITO, QUADRA 26, LOTE 20",,11/15/2016,20:00:00
FURTO,RESID. CAMPO CLUB,RODOVIA,163,,8/22/2016,08:00:00
FURTO,RESID. CAMPO CLUB,RUA,PIRAPUTANGA,205,9/25/2016,07:00:00
HOMICÍDIO DOLOSO,RESID. CAMPO CLUB,RUA,TILAPIAS,280,9/21/2016,13:30:00
FURTO,JARDIM CELESTE,,,,10/10/2016,07:00:00
FURTO,RESID. DAURY RIVA,RUA,PROJETADA J,,8/31/2016,20:05:00
ROUBO,RESID. DAURY RIVA,RUA,T,,10/1/2016,17:00:00
FURTO,RESID. DAURY RIVA,AVENIDA,UNIÃO DO NORTE,Q7,11/24/2016,14:45:00
TRÁFICO ILÍCITO DE DROGAS,RESID. DELTA,RUA,10,,5/9/2016,19:00:00
FURTO,RESID. DELTA,AVENIDA,A,182,7/15/2016,15:00:00
FURTO,RESID. DELTA,AVENIDA,A,238,11/25/2016,09:00:00
ROUBO,RESID. DELTA,AVENIDA,A,390,9/15/2016,20:20:00
FURTO,RESID. DELTA,AVENIDA,ANDRE MAGGI,4367,8/8/2016,18:00:00
FURTO,RESID. DELTA,RUA,CLAUDIOMIRO MOREIRA DE CARVALHO,274,6/20/2016,19:30:00
FURTO,RESID. DELTA,RUA,RUA A,8,6/16/2016,02:00:00
FURTO,RESID. DELTA,RUA,SEBASTIÃO SALLES MENDES,1650,12/20/2016,03:00:00
FURTO,RESID. FLORENÇA,AVENIDA,AV MAGDA PISSINATI,,5/19/2016,23:00:00
FURTO,RESID. FLORENÇA,RUA,GIULIANA,76,10/15/2016,00:30:00
FURTO,RESID. FLORENÇA,AVENIDA,MAGDA C. PISSINATI,69,11/10/2016,21:00:00
FURTO,RESID. FLORENÇA,AVENIDA,MAGDA C. PISSINATI,230,12/25/2016,08:00:00
ROUBO,RESID. FLORENÇA,AVENIDA,MAGDA DE CÁSSIA PISCINATTI,1347,10/14/2016,19:30:00
FURTO,RESID. FLORENÇA,,,,11/2/2016,18:00:00
ROUBO,RESID. GENTE FELIZ,RUA,5,125,6/5/2016,20:00:00
ROUBO,RESID. GENTE FELIZ,RODOVIA,BR 163,,9/14/2016,03:00:00
FURTO,RESID. GENTE FELIZ,AVENIDA,DAL BOSCO,95,11/23/2016,18:30:00
FURTO,RESID. GENTE FELIZ,AVENIDA,DALL BOSCO,395,5/18/2016,03:00:00
ROUBO,RESID. IPANEMA,RUA,GUANABARA,300,7/18/2016,20:00:00
ROUBO,RESID. JARAGUÁ DO SUL,ESTRADA,ADALGISA,,12/29/2016,20:30:00
ROUBO,RESID. JARDIM ARAGUAIA,RUA,GENERAL CARNEIRO,6,10/13/2016,19:30:00
ROUBO,RESID. JARDIM ARAGUAIA,RUA,MARGINAL,,11/19/2016,20:00:00
FURTO,RESID. JARDIM ARAGUAIA,RUA,SERRA NOVA DOURADA,Q 29,10/23/2016,08:00:00
FURTO,RESID. JEQUITIBÁS,RUA,CAMBARAS,701,5/24/2016,16:45:00
FURTO,RESID. JEQUITIBÁS,RUA,CAMBARAS,810,8/2/2016,08:00:00
FURTO,RESID. JEQUITIBÁS,,,,8/24/2016,21:00:00
ROUBO,RESID. LISBOA,RUA,8,151,9/24/2016,19:30:00
FURTO,RESID. MARIA,RUA,MARIPA,70,11/9/2016,08:00:00
FURTO,RESID. MARIA,RUA,RIBEIRÃO ROQUETE,59,11/9/2016,13:30:00
FURTO,RESID. MARIA,RUA,RIO NANDICO,91,12/8/2016,07:00:00
TRÁFICO ILÍCITO DE DROGAS,RESID. MARIA,,,39,12/17/2016,00:20:00
FURTO,RESID. NOVO BARACAT,RODOVIA,140,,9/5/2016,06:15:00
FURTO,RESID. NOSSA SENHORA APARECIDA,RUA,ADOLFO GOMES DE PAIVA,309,6/17/2016,11:00:00
FURTO,RESID. NOSSA SENHORA APARECIDA,RUA,ZULMIRA PAIVA,20,6/21/2016,15:10:00
FURTO,RESID. NOVO HORIZONTE,RUA,GINO SANCHES PARRA,,11/28/2016,21:00:00
ROUBO,RESID. PARIS,ESTRADA,ESTRADA NANCI,,7/16/2016,15:45:00
FURTO,RESID. PÉROLA,AVENIDA,DAS ESMERALDAS,314,5/31/2016,05:00:00
FURTO,RESID. PÉROLA,RUA,DOS TOPAZIOS,427,5/13/2016,09:00:00
TRÁFICO ILÍCITO DE DROGAS,RESID. PORTINARI,RUA,BATISMO,,12/30/2016,08:10:00
FURTO,RESID. RECANTO BOA PASSAROS,AVENIDA,DAS AMELIAS,,5/20/2016,18:40:00
ROUBO,RESID. SÃO FRANCISCO,AVENIDA,SÃO FRANCISCO,,11/23/2016,16:35:00
USO ILÍCITO DE DROGAS,RESID. SÃO FRANCISCO,AVENIDA,SÃO FRANCISCO,,11/23/2016,16:35:00
FURTO,RESID. SETOR SUL,AVENIDA,FOZ DO IGUAÇU,,5/26/2016,03:00:00
ROUBO,RESID. SUL,AVENIDA,DOS TARUMANS,916,12/16/2016,21:30:00
FURTO,RESID. SUL,RUA,G 1,32,5/19/2016,16:00:00
ROUBO,RESID. SUL,RUA,MATILDE BORDIM,164,7/25/2016,03:30:00
FURTO,RESID. TERRA RICA,AVENIDA,CASCAVEL,LOT24,12/18/2016,23:30:00
FURTO,RESID. TERRA RICA,RUA,RIBEIRÃO PRETO,LOTE,8/23/2016,10:00:00
FURTO,RESID. VILA ITÁLIA,RUA,MILAO,,7/10/2016,
FURTO,RESIDENCIA DAURY RIVA,RUA,PROJETADA A,,6/22/2016,18:10:00
ROUBO,RESIDENCIA LISBOA,,,,5/30/2016,18:30:00
FURTO,RESIDENCIL VILLAGE,RUA,DA PAZ,696,11/3/2016,17:20:00
FURTO,RESIDENCIL VILLAGE,RUA,DOS MOGNOS,411A,9/26/2016,07:00:00
ROUBO,RESIDSENCIAL FLORENÇA,RUA,CARINI,,9/1/2016,18:50:00
ROUBO,RESIDSENCIAL FLORENÇA,RUA,NAPOLIS,,8/11/2016,20:00:00
FURTO,IND. BR,RUA,POSTO FELIX,,9/17/2016,15:22:00
FURTO,RODOVIA,ESTRADA,MONALISA,,9/27/2016,00:00:00
FURTO,RODOVIA,ESTRADA,MONALISA,,10/4/2016,00:00:00
FURTO,RODOVIA,ESTRADA,MONALISA,,10/13/2016,00:00:00
FURTO,RODOVIA,RODOVIA,RODOVIA MT 140,,8/1/2016,00:00:00
HOMICÍDIO CULPOSO,RODOVIA,,,,8/1/2016,05:30:00
FURTO,RODOVIA BOA PIONEIROS,,,,12/19/2016,12:00:00
FURTO,RURAL,ESTRADA,ESTRADA DE SANTA CARMEM,,8/23/2016,09:00:00
TRÁFICO ILÍCITO DE DROGAS,SANTA RITA,RUA,17,,11/2/2016,10:03:00
FURTO,SANTA RITA,,,,5/25/2016,17:20:00
FURTO,SÃO CRISTÓVÃO,RUA,ZANINI,,10/7/2016,04:00:00
FURTO,SÃO CRISTÓVÃO,RODOVIA,BR 163 ATRAS DO POSTO BUFALO,,8/16/2016,15:00:00
FURTO,SÃO CRISTÓVÃO,ESTRADA,JACINTA,255,8/28/2016,16:00:00
FURTO,SÃO CRISTÓVÃO,RUA,1,,5/28/2016,22:00:00
FURTO,SÃO CRISTÓVÃO,RUA,ALBERTO BARANJAK,505,9/17/2016,19:30:00
FURTO,SÃO CRISTÓVÃO,RUA,ALBERTO BARANJAK,,9/16/2016,14:30:00
FURTO,SÃO CRISTÓVÃO,RUA,ALBERTO BARANJAK,,7/18/2016,16:32:00
FURTO,SÃO CRISTÓVÃO,RUA,ALBERTO BARANJAK,,7/18/2016,18:30:00
FURTO,SÃO CRISTÓVÃO,RUA,ALBERTO BARANJAK,,6/27/2016,16:25:00
TRÁFICO ILÍCITO DE DROGAS,SÃO CRISTÓVÃO,RUA,ALBERTO BARANJAK,,11/13/2016,05:30:00
FURTO,SÃO CRISTÓVÃO,RUA,ALBERTO BARANJAK,,10/7/2016,18:00:00
FURTO,SÃO CRISTÓVÃO,RUA,ALBERTO BARANJAK,,10/4/2016,20:20:00
HOMICÍDIO CULPOSO,SÃO CRISTÓVÃO,RODOVIA,BR 163,,7/8/2016,18:30:00
FURTO,SÃO CRISTÓVÃO,RODOVIA,BR 163,,12/6/2016,08:00:00
ROUBO,SÃO CRISTÓVÃO,RODOVIA,BR 163,,11/21/2016,22:00:00
FURTO,SÃO CRISTÓVÃO,RUA,CLAUDIO ARAUJO SOUZA,11,9/11/2016,23:00:00
FURTO,SÃO CRISTÓVÃO,RUA,COLONIZADOR ENIO PEPINO,565,12/29/2016,02:06:00
ROUBO,SÃO CRISTÓVÃO,RUA,COLONIZADOR ENIO PEPINO,1147,10/18/2016,18:30:00
FURTO,SÃO CRISTÓVÃO,RUA,COLONIZADOR ENIO PEPINO,,7/3/2016,03:00:00
FURTO,SÃO CRISTÓVÃO,AVENIDA,COLONIZADOR ÊNIO PIPINO,,9/16/2016,17:00:00
FURTO,SÃO CRISTÓVÃO,AVENIDA,COLONIZADOR N PEPINO,,5/24/2016,13:40:00
FURTO,SÃO CRISTÓVÃO,RUA,COLONIZADORA ENIO PEPINO,548,8/18/2016,20:00:00
FURTO,SÃO CRISTÓVÃO,RUA,DOS ESPORTES,214,11/7/2016,09:00:00
FURTO,SÃO CRISTÓVÃO,RUA,DOS ESPORTES,504,12/5/2016,12:00:00
TRÁFICO ILÍCITO DE DROGAS,SÃO CRISTÓVÃO,RUA,DOS IMIGRANTES,,5/6/2016,23:00:00
FURTO,SÃO CRISTÓVÃO,RUA,DOS SPORTES,504,11/5/2016,14:00:00
FURTO,SÃO CRISTÓVÃO,RUA,ENIO PEPINO,,5/13/2016,12:00:00
FURTO,SÃO CRISTÓVÃO,RUA,ENIO PEPINO,,5/11/2016,16:30:00
USO ILÍCITO DE DROGAS,SÃO CRISTÓVÃO,RUA,ENNIO PEPINO,,7/8/2016,10:50:00
FURTO,SÃO CRISTÓVÃO,RUA,ENNIO PEPINO,,5/23/2016,08:20:00
FURTO,SÃO CRISTÓVÃO,RUA,FLORESTA,60,12/1/2016,15:00:00
HOMICÍDIO DOLOSO,SÃO CRISTÓVÃO,ESTRADA,JACINTA,,5/7/2016,05:30:00
ROUBO,SÃO CRISTÓVÃO,ESTRADA,MT 140,,11/3/2016,03:00:00
ROUBO,SÃO CRISTÓVÃO,ESTRADA,ROSALIA,,11/21/2016,20:40:00
USO ILÍCITO DE DROGAS,SÃO CRISTÓVÃO,RUA,RUA DOS IMIGRANTES,,11/24/2016,14:00:00
TRÁFICO ILÍCITO DE DROGAS,SÃO CRISTÓVÃO,RUA,SAO CRISTOVAO,,10/15/2016,05:10:00
FURTO,SÃO CRISTÓVÃO,ESTRADA,SITIO DAS VIDEIRAS,lt 21,7/25/2016,15:30:00
ROUBO,SÃO CRISTÓVÃO,,,,8/7/2016,00:30:00
ROUBO,SÃO CRISTÓVÃO,,,,8/17/2016,20:00:00
TRÁFICO ILÍCITO DE DROGAS,SÃO CRISTÓVÃO,,,,7/5/2016,13:30:00
ROUBO SEGUIDO DE MORTE,SÃO CRISTÓVÃO,,,,7/17/2016,22:00:00
FURTO,SÃO CRISTÓVÃO,,,,7/11/2016,22:00:00
FURTO,SÃO CRISTÓVÃO,,,,6/10/2016,17:00:00
USO ILÍCITO DE DROGAS,SÃO CRISTÓVÃO,,,,5/7/2016,20:20:00
USO ILÍCITO DE DROGAS,SÃO CRISTÓVÃO,,,,12/19/2016,08:20:00
ROUBO,SÃO CRISTÓVÃO,,,,11/15/2016,13:30:00
ROUBO,SÃO CRISTÓVÃO,,,,10/2/2016,12:00:00
FURTO,SÃO CRISTÓVÃO,,,,10/13/2016,03:00:00
ROUBO,SÃO CRISTÓVÃO,RUA,COLONIZADOR ÊNIO PIPINO,,8/11/2016,17:00:00
TRÁFICO ILÍCITO DE DROGAS,SÃO CRISTÓVÃO,RUA,COLONIZADOR ÊNIO PIPINO,,8/11/2016,17:00:00
FURTO,SÃO CRISTÓVÃO,ESTRADA,JACINTA,255,8/16/2016,06:30:00
FURTO,SÃO CRISTÓVÃO,RODOVIA,BR 163,,7/3/2016,19:45:00
FURTO,SÃO CRISTÓVÃO,RODOVIA,BR163 KM 828,534,5/13/2016,18:00:00
ROUBO,SÃO CRISTÓVÃO,RUA,COLONIZADOR ENIO PEPINO,,8/8/2016,10:00:00
FURTO,SÃO CRISTÓVÃO,RUA,COLONIZADORA ENIO PEPINO,520,5/2/2016,03:21:00
FURTO,SÃO CRISTÓVÃO,RUA,COLONIZADORA ENIO PEPINO,,7/20/2016,18:00:00
ROUBO,SÃO CRISTÓVÃO,RUA,COLONIZADORA ÊNIO PEPINO,,5/26/2016,21:30:00
FURTO,SÃO CRISTÓVÃO,RUA,COLONIZADORA ÊNIO PEPINO,,11/13/2016,23:20:00
ROUBO,SÃO CRISTÓVÃO,RUA,COLONIZADORA ÊNIO PEPINO,,11/10/2016,23:00:00
ROUBO,SÃO CRISTÓVÃO,RUA,ÊNIO PIPINO,,7/8/2016,10:30:00
FURTO,SÃO CRISTÓVÃO,RUA,ÊNIO PIPINO,,11/23/2016,11:00:00
FURTO,SÃO CRISTÓVÃO,ESTRADA,JACINTA,11244,6/9/2016,13:10:00
FURTO,SÃO CRISTÓVÃO,RUA,JOÃO PEDRO MOREIRA DE CARVALHO,,8/1/2016,17:30:00
FURTO,SÃO CRISTÓVÃO,RUA,SÃO CRISTOVÃO,296,6/20/2016,07:00:00
FURTO,SÃO CRISTÓVÃO,,,,12/27/2016,08:00:00
FURTO,SÃO CRISTÓVÃO,,,,12/21/2016,01:10:00
HOMICÍDIO CULPOSO,SÃO CRISTÓVÃO,RODOVIA,BR 163,,7/8/2016,18:30:00
ROUBO,SÃO CRISTÓVÃO,RUA,COLONIZADOR ENIO PEPINO,565,9/26/2016,08:27:00
FURTO,SÃO CRISTÓVÃO,RUA,COLONIZADOR ENIO PEPINO,,5/6/2016,16:40:00
FURTO,SÃO CRISTÓVÃO,RUA,COLONIZADOR ENIO PEPINO,,5/14/2016,
ROUBO SEGUIDO DE MORTE,SÃO CRISTÓVÃO,RUA,COLONIZADORA ENIO PEPINO,,8/10/2016,00:30:00
FURTO,SÃO CRISTÓVÃO,RUA,COLONIZADORA ENIO PEPINO,,7/16/2016,20:00:00
FURTO,SÃO CRISTÓVÃO,RUA,ENIO PIPINO,,7/31/2016,18:00:00
ROUBO,SÃO CRISTÓVÃO,RUA,RUA COLONIZADOR ENIO PIPINO,,8/8/2016,14:00:00
FURTO,SÃO CRISTÓVÃO,,,,5/7/2016,10:00:00
FURTO,SÃO CRISTÓVÃO II,RUA,ARARA AZUL,,8/23/2016,09:00:00
FURTO,SÃO CRISTÓVÃO,,,,5/5/2016,19:40:00
FURTO,SÃO CRISTÓVÃO,,,,5/5/2016,19:40:00
FURTO,SÃO FRANCISCO,RUA,SANTO EXPEDITO,13,5/18/2016,00:30:00
ROUBO,SÃO PAULO,AVENIDA,ANDRE MAGGI,,9/7/2016,10:15:00
FURTO,SÃO PAULO,RUA,CARLOS EDUARDO,466,12/19/2016,04:20:00
ROUBO,SÃO PAULO,RUA,CARLOS EDUARDO,693,8/26/2016,00:05:00
FURTO,SÃO PAULO,RUA,CARLOS EDUARDO,803,11/27/2016,12:00:00
ROUBO,SÃO PAULO,RUA,CARLOS EDUARDO,,9/29/2016,12:05:00
FURTO,SÃO PAULO,RUA,CARLOS EDUARDO,,12/12/2016,12:40:00
TRÁFICO ILÍCITO DE DROGAS,SÃO PAULO,RUA,CLAUDIA,,5/21/2016,16:40:00
ROUBO,SÃO PAULO,,,,11/5/2016,01:00:00
ROUBO,SÃO PAULO,,,,10/22/2016,
TRÁFICO ILÍCITO DE DROGAS,SEBASTIÃO DE MATOS,RUA,PLUTÃO,,10/11/2016,00:44:00
FURTO,SEBASTIÃO DE MATOS,RUA,TERRA,Q:15,11/1/2016,03:00:00
ROUBO,SEBASTIÃO DE MATOS,,,,10/9/2016,00:30:00
USO ILÍCITO DE DROGAS,SEBASTIÃO DE MATOS,RUA,ALMATEIA,Q-03,9/25/2016,14:40:00
FURTO,SEBASTIÃO DE MATOS,RUA,ALMATEIA,Q04,9/20/2016,08:00:00
ROUBO,SEBASTIÃO DE MATOS,RUA,JUPITER,lt 13,9/15/2016,13:30:00
HOMICÍDIO DOLOSO,SEBASTIÃO DE MATOS,AVENIDA,MARINGA,,9/30/2016,02:40:00
ROUBO,SEBASTIÃO DE MATOS,RUA,MARTE,,6/14/2016,22:00:00
TRÁFICO ILÍCITO DE DROGAS,SEBASTIÃO DE MATOS,RUA,MARTE,,6/14/2016,22:00:00
FURTO,SEBASTIÃO DE MATOS,AVENIDA,SEBASTIÃO DE MATOS,,9/19/2016,22:00:00
FURTO,SEBASTIÃO DE MATOS,RUA,TERRA,,10/16/2016,20:00:00
FURTO,SEBASTIÃO DE MATOS,,,,9/2/2016,15:30:00
TRÁFICO ILÍCITO DE DROGAS,SEBASTIÃO DE MATOS,,,,5/26/2016,13:00:00
HOMICÍDIO DOLOSO,SEBASTIÃO DE MATOS,RUA,NETUNO,,12/11/2016,21:15:00
FURTO,SEBASTIÃO DE MATOS,RUA,PROJETADA 2,Q 14,11/4/2016,10:00:00
FURTO,SEBASTIÃO DE MATOS I,AVENIDA,1,,5/10/2016,12:00:00
FURTO,SEBASTIÃO DE MATOS I,AVENIDA,SEBASTIÃO DE MATOS,,9/27/2016,00:00:00
FURTO,SEBASTIÃO DE MATOS I,AVENIDA,SEBASTIÃO DE MATOS,,9/19/2016,00:00:00
FURTO,SEBASTIÃO DE MATOS I,AVENIDA,SEBASTIÃO DE MATOS,,9/14/2016,00:00:00
FURTO,SEBASTIÃO DE MATOS I,AVENIDA,SEBASTIÃO DE MATOS,,9/13/2016,10:30:00
TRÁFICO ILÍCITO DE DROGAS,SEBASTIÃO DE MATOS I,RUA,URANO,,9/14/2016,09:45:00
HOMICÍDIO DOLOSO,SEBASTIÃO DE MATOS I,RUA,ALMATEIAS,Q3L15,11/13/2016,20:30:00
FURTO,SEBASTIÃO DE MATOS I,RUA,TERRA,QD 15,11/1/2016,01:30:00
